,page,country,rev_id,quality,Population
460,Spouse of the Prime Minister of Cambodia,Cambodia,800348414,Stub,15497000
461,Nhiek Tioulong,Cambodia,801079233,Start,15497000
462,Keo Puth Rasmey,Cambodia,801523347,Stub,15497000
463,Khem Veasna,Cambodia,802456666,C,15497000
464,Tea Banh,Cambodia,802643748,Start,15497000
465,Ieng Sary,Cambodia,802839704,C,15497000
466,Son Ngoc Minh,Cambodia,803084525,Start,15497000
467,List of monarchs of Cambodia,Cambodia,803230439,C,15497000
468,Ran Serey Leakhena,Cambodia,803481048,Stub,15497000
469,Lon Non,Cambodia,803936929,C,15497000
470,Lon Nil,Cambodia,803936986,Start,15497000
471,Mu Sochua,Cambodia,804631223,C,15497000
472,Penn Nouth,Cambodia,804717865,Start,15497000
473,Hang Chuon Naron,Cambodia,804785628,Start,15497000
474,Hong Sun Huot,Cambodia,805459200,Stub,15497000
475,Sam Rainsy,Cambodia,805740662,C,15497000
476,Nuon Chea,Cambodia,805876135,C,15497000
477,Ieng Thirith,Cambodia,806833311,C,15497000
478,Chau Sen Cocsal Chhum,Cambodia,806931313,C,15497000
479,Sar Kheng,Cambodia,806997998,GA,15497000
480,Aun Pornmoniroth,Cambodia,807003284,Start,15497000
481,Lon Nol,Cambodia,807025761,GA,15497000
482,Robert Douglas Cook,Canada,401577829,Stub,38190000
483,List of Canadian incumbents by year,Canada,477962574,Stub,38190000
484,List of 2009 Canadian incumbents,Canada,632008524,Start,38190000
485,Rossy Barbour,Canada,653527941,Stub,38190000
486,Les Scheininger,Canada,667821864,C,38190000
487,Patrick Canning,Canada,667873261,Start,38190000
488,Gerald Hill (politician),Canada,670917017,Stub,38190000
489,John R. O'Dea,Canada,670971940,Stub,38190000
490,Samuel J. Hefferton,Canada,671122320,Start,38190000
491,Alexander Dunphy,Canada,676610041,Stub,38190000
492,Gordon Dawe,Canada,676612108,Stub,38190000
493,Paul Thoms,Canada,676732644,Stub,38190000
494,Frederick B. Rowe,Canada,676734572,Stub,38190000
495,Allan Evans (politician),Canada,676782180,Stub,38190000
496,Luke Woodrow,Canada,676947124,Stub,38190000
497,William G. Patterson,Canada,677094551,Stub,38190000
498,Freeman White (politician),Canada,677724847,Stub,38190000
499,William J. MacNeil,Canada,677769770,Stub,38190000
500,John Collins (Canadian politician),Canada,679623758,Stub,38190000
501,Barry Hynes,Canada,680618797,Stub,38190000
502,Brendan Howard,Canada,684050793,Stub,38190000
503,Wilson Callan,Canada,684903534,Stub,38190000
504,Rod Moores,Canada,684903869,Stub,38190000
505,List of 2010 Canadian incumbents,Canada,688697227,Start,38190000
506,Harold Collins (Canadian politician),Canada,690205437,Stub,38190000
507,Speaker of the Legislative Assembly of the Province of Canada,Canada,691747234,Stub,38190000
508,David John Rankin,Canada,703226576,Stub,38190000
509,Robert Melville Smith,Canada,704136762,Stub,38190000
510,Myra Freeman,Canada,704516768,Start,38190000
511,Evelyn Shannon,Canada,705247791,Stub,38190000
512,George Little (Manitoba politician),Canada,705386024,Stub,38190000
513,Michael Rojeski,Canada,705436088,Stub,38190000
514,Gudmundur Fjelsted,Canada,705539849,Stub,38190000
515,Samuel Fletcher,Canada,705547266,Stub,38190000
516,John Crane (Canadian politician),Canada,706430270,Stub,38190000
517,Milton Peach,Canada,706597779,Stub,38190000
518,Claude Sheppard,Canada,706758502,Stub,38190000
519,Don Hollett,Canada,706934829,Stub,38190000
520,Art Reid,Canada,706942745,Stub,38190000
521,David Secord,Canada,707172907,Stub,38190000
522,Wally Firth,Canada,707297623,Stub,38190000
523,William R. Smallwood,Canada,707632311,Stub,38190000
524,C. Maxwell Lane,Canada,707684781,Stub,38190000
525,Charles Poulin,Canada,708179175,Stub,38190000
526,Francis Badgley (merchant),Canada,708885126,Stub,38190000
527,Michel Sikyea,Canada,708967094,Start,38190000
528,List of 2003 Canadian incumbents,Canada,709329316,Start,38190000
529,List of 2004 Canadian incumbents,Canada,709329425,Start,38190000
530,List of 2002 Canadian incumbents,Canada,709407679,Start,38190000
531,List of 2001 Canadian incumbents,Canada,709407789,Start,38190000
532,List of 2000 Canadian incumbents,Canada,709408821,Start,38190000
533,List of 1999 Canadian incumbents,Canada,709408830,Start,38190000
534,Sonnee Cohen,Canada,709455764,Start,38190000
535,List of 1997 Canadian incumbents,Canada,709491780,Start,38190000
536,List of 1996 Canadian incumbents,Canada,709492005,Start,38190000
537,List of 1995 Canadian incumbents,Canada,709492007,Start,38190000
538,List of 1994 Canadian incumbents,Canada,709492025,Start,38190000
539,List of 1992 Canadian incumbents,Canada,709492105,Start,38190000
540,List of 1991 Canadian incumbents,Canada,709492467,Start,38190000
541,List of 1990 Canadian incumbents,Canada,709492558,Start,38190000
542,List of 2005 Canadian incumbents,Canada,709519440,Start,38190000
543,Cyril Keeper,Canada,710575028,C,38190000
544,Adam Aptowitzer,Canada,710619647,Stub,38190000
545,Yvon Picotte,Canada,710753764,Start,38190000
546,James Atebe,Canada,711104781,Start,38190000
547,List of 2007 Canadian incumbents,Canada,711603471,Start,38190000
548,Thomas Barnaby,Canada,712417981,Stub,38190000
549,Mark Evaloarjuk,Canada,712579431,Start,38190000
550,Jacques Bizard,Canada,712601441,Stub,38190000
551,Lawrence Martin (musician),Canada,712973728,C,38190000
552,Denis Viger,Canada,713249389,Stub,38190000
553,Aidan Maloney,Canada,713981300,Stub,38190000
554,Grafton Njootli,Canada,714172218,Stub,38190000
555,William Albert Boucher,Canada,714722019,Start,38190000
556,Marvin Gelber,Canada,715055224,Stub,38190000
557,Robert Robertson (politician),Canada,715359989,Stub,38190000
558,Maxime Lépine,Canada,716489196,Stub,38190000
559,Ambroise-Dydime Lépine,Canada,716690197,Stub,38190000
560,W. Garfield Case,Canada,716908156,B,38190000
561,Guy Williams (politician),Canada,716924009,Stub,38190000
562,May Birchard,Canada,716960979,Start,38190000
563,William Todd (1803–1873),Canada,717061600,Stub,38190000
564,Albert Planta,Canada,717154850,Stub,38190000
565,Jacques Viger (Member of the Assembly),Canada,717397656,Stub,38190000
566,Alexander Kennedy Isbister,Canada,717547859,Stub,38190000
567,Stuart Lyon Smith,Canada,717897492,Start,38190000
568,Michel Bénard,Canada,718265809,Stub,38190000
569,Maurice Laframboise,Canada,718852428,Start,38190000
570,James Isbister,Canada,719597828,Start,38190000
571,Jean-Charles Chapais,Canada,719598088,Start,38190000
572,List of 1993 Canadian incumbents,Canada,720131548,Start,38190000
573,List of 1989 Canadian incumbents,Canada,720131554,Start,38190000
574,List of 1988 Canadian incumbents,Canada,720131559,Start,38190000
575,List of 2008 Canadian incumbents,Canada,720133136,Start,38190000
576,John Judah Glass,Canada,720256444,Start,38190000
577,List of 1867 Canadian incumbents,Canada,721006116,Stub,38190000
578,Lazarus Phillips,Canada,721093245,Start,38190000
579,Samuel Hume Blake,Canada,721792566,Stub,38190000
580,Gilles Houde,Canada,722043055,Stub,38190000
581,Brenda Paris,Canada,723148572,C,38190000
582,Henry Judah,Canada,723249393,Stub,38190000
583,Rupert Bartlett,Canada,723252411,Stub,38190000
584,Peter Bercovitch,Canada,723253555,Start,38190000
585,Maurice Hartt,Canada,723253656,Start,38190000
586,Jerome Dinn,Canada,723271862,Stub,38190000
587,Tom Hickey (politician),Canada,723348093,Start,38190000
588,Myles Murray,Canada,723377038,Stub,38190000
589,Frederick Langdon Hubbard,Canada,723694660,Stub,38190000
590,Stephen Wallace (public servant),Canada,724068863,Stub,38190000
591,Harry Blank,Canada,724678615,Start,38190000
592,Hubert Kitchen,Canada,725395350,Stub,38190000
593,Uriah Strickland,Canada,725401345,Stub,38190000
594,Aubrey Gover,Canada,725401404,Stub,38190000
595,Alec Moores,Canada,725403647,Stub,38190000
596,Eugene Hiscock,Canada,725404809,Stub,38190000
597,H.R.V. Earle,Canada,725409378,Stub,38190000
598,Glenn Tobin,Canada,725417107,Stub,38190000
599,W. George Cross,Canada,726662002,Stub,38190000
600,François Beaulieu II,Canada,728457018,C,38190000
601,Alexander Macdonell of Greenfield,Canada,729104207,Stub,38190000
602,Steve Owens (politician),Canada,729767652,Start,38190000
603,Howard McCurdy,Canada,730002481,Start,38190000
604,Jeremy Akerman,Canada,730706462,C,38190000
605,Office-holders of Canada,Canada,730830430,Start,38190000
606,Louis Singer,Canada,733451024,Start,38190000
607,Edward Whelan (Canadian politician),Canada,734484063,Start,38190000
608,Wilfred McDonald,Canada,734799659,Start,38190000
609,Kevin Parsons Sr.,Canada,735721150,Stub,38190000
610,Hugh Twomey,Canada,735809835,Start,38190000
611,Alexander Grant Dallas,Canada,736826045,Stub,38190000
612,John L. Brown (Ontario politician),Canada,737118230,Stub,38190000
613,Jean Baptiste Wilkie,Canada,738242188,Start,38190000
614,Stanley Hall (politician),Canada,738943928,Stub,38190000
615,Samuel Genest,Canada,739134923,Start,38190000
616,David Berger (Canadian politician),Canada,740276158,Start,38190000
617,David Rotenberg,Canada,740276869,C,38190000
618,Aubrey Senior,Canada,740441527,Stub,38190000
619,Neil Fraser (civil servant),Canada,740482412,Stub,38190000
620,Thomas McKay (Northwest Territories politician),Canada,740863576,Start,38190000
621,Peter Fraser (Northwest Territories politician),Canada,740863717,Stub,38190000
622,Ron Ghitter,Canada,741266718,Start,38190000
623,Esau Schafer,Canada,742618365,Stub,38190000
624,Michael S. Martin,Canada,742989409,Stub,38190000
625,Wayne Jim,Canada,743342114,Stub,38190000
626,William Angus Dickson,Canada,743352732,Stub,38190000
627,James Laxer,Canada,743802406,Start,38190000
628,Robert Duncan Wilmot,Canada,743934426,Start,38190000
629,William Steeves,Canada,744260793,Start,38190000
630,List of Canadian ministries,Canada,744493549,Start,38190000
631,John Hamilton Gray (New Brunswick politician),Canada,744724453,Start,38190000
632,Lawrence Armstrong,Canada,744726413,Start,38190000
633,Peter Mitchell (politician),Canada,744887895,Start,38190000
634,George Benjamin (Orangeman),Canada,745111909,Start,38190000
635,Jean Alfred,Canada,745448033,Start,38190000
636,Moe Mantha Sr.,Canada,745453138,Start,38190000
637,Samuel Factor (Canadian politician),Canada,745678622,Start,38190000
638,Leon Crestohl,Canada,746467178,Start,38190000
639,Frederick E. Harrison,Canada,746471129,Start,38190000
640,Solomon Hart Green,Canada,746727879,Start,38190000
641,George T. Marsh,Canada,746891841,Stub,38190000
642,J. A. McCaul,Canada,746916216,Stub,38190000
643,John O'Neill (Canadian politician),Canada,747526324,Start,38190000
644,George Coles (politician),Canada,748140172,Start,38190000
645,John William Ritchie,Canada,749483611,Stub,38190000
646,Mickey Hennessy,Canada,749552058,Start,38190000
647,Jeff Rose,Canada,750062937,Start,38190000
648,Jacob Æmilius Irving,Canada,750436001,Start,38190000
649,John N. Anderson,Canada,751176274,Stub,38190000
650,Arthur S. Mifflin,Canada,751807970,Stub,38190000
651,Wallace House (politician),Canada,751987164,Start,38190000
652,Ernie Tate,Canada,752068111,Start,38190000
653,Yvon Dumont,Canada,753367995,C,38190000
654,James Cockburn (politician),Canada,753379799,Start,38190000
655,Firmin Monestime,Canada,755386512,Start,38190000
656,Elmer Knutson,Canada,756279684,Start,38190000
657,Ray Kingsmith,Canada,756291644,Start,38190000
658,David Smith (Quebec politician),Canada,756551426,Stub,38190000
659,Frantz Benjamin,Canada,756552638,Stub,38190000
660,Irving Gerstein,Canada,756554677,Start,38190000
661,Jonathan Valois,Canada,756555976,Stub,38190000
662,Leo Kolber,Canada,756556561,Start,38190000
663,Ovid Jackson,Canada,756558693,Stub,38190000
664,Richard Marceau,Canada,756570254,Start,38190000
665,Russell Copeman,Canada,756570822,Start,38190000
666,Yoine Goldstein,Canada,756572403,Start,38190000
667,Keith Goulet,Canada,756574108,Stub,38190000
668,Ovide Alakannuark,Canada,756585976,Stub,38190000
669,Ron Elliott (politician),Canada,756585982,Stub,38190000
670,David Iqaqrialu,Canada,756585983,Stub,38190000
671,Patterk Netser,Canada,756585988,Stub,38190000
672,Donald Havioyak,Canada,756585989,Stub,38190000
673,Kevin O'Brien (Nunavut politician),Canada,756585996,Start,38190000
674,Samuel Nuqingaq,Canada,756585998,Start,38190000
675,Daniel Shewchuk,Canada,756585999,Stub,38190000
676,Hezakiah Oshutapik,Canada,756586002,Stub,38190000
677,David Chudnovsky (politician),Canada,756587157,Start,38190000
678,Doug Oldford,Canada,756587370,Stub,38190000
679,Lindsay Blackett,Canada,756588999,Start,38190000
680,Stelman Flynn,Canada,756591021,Stub,38190000
681,Anita Neville,Canada,756764820,Start,38190000
682,Erminie Cohen,Canada,756793754,Start,38190000
683,Monique Richard,Canada,756827167,Stub,38190000
684,Vivian Barbot,Canada,756833298,Start,38190000
685,Walt Secord,Canada,756994842,Stub,38190000
686,Esther Shiner,Canada,757340941,B,38190000
687,Peter Kilabuk,Canada,757841167,Stub,38190000
688,Steve Mantis,Canada,758196830,C,38190000
689,Thomas Malone (politician),Canada,758368304,Start,38190000
690,Pierre Sévigny,Canada,758498194,Start,38190000
691,Vance Badawey,Canada,758814005,Start,38190000
692,Joseph Cohen,Canada,759068429,Stub,38190000
693,Edward Barron Chandler,Canada,759216527,Start,38190000
694,Christin Milloy,Canada,759365933,Start,38190000
695,Gerry Organ,Canada,759441852,Stub,38190000
696,Jobie Nutarak,Canada,760183672,Stub,38190000
697,Cuthbert Grant,Canada,760716476,C,38190000
698,Samuel Leonard Tilley,Canada,760733809,C,38190000
699,Norman Yakeleya,Canada,761104451,Stub,38190000
700,Edward Palmer (Canadian politician),Canada,761604965,Start,38190000
701,André-Gilles Fortin,Canada,761630386,Stub,38190000
702,Stanley G. Grizzle,Canada,761737356,Start,38190000
703,Janine Krieber,Canada,762182031,Start,38190000
704,J. Trevor Morgan,Canada,763591385,Stub,38190000
705,Robert B. Dickey,Canada,763667690,Start,38190000
706,Elizabeth Ball,Canada,764121172,Start,38190000
707,Edgar Leduc,Canada,764210531,C,38190000
708,Eric Berntson,Canada,764319651,Start,38190000
709,Alvin Curling,Canada,764712203,C,38190000
710,Charles Nolin,Canada,764751927,Stub,38190000
711,Don Luzzi,Canada,764911059,Start,38190000
712,Moses Appaqaq,Canada,764967572,Stub,38190000
713,Laurier LaPierre,Canada,765860301,Start,38190000
714,Thomas McNabb,Canada,765882998,Stub,38190000
715,Richard Kroft,Canada,766192534,Start,38190000
716,William Cecil Ross,Canada,766256645,Start,38190000
717,John Christian Schultz,Canada,766314013,C,38190000
718,Lawrence Bergman,Canada,766389101,Start,38190000
719,Saul Polo,Canada,766438067,Stub,38190000
720,Marc Tanguay,Canada,766439638,Stub,38190000
721,Henri Bourassa,Canada,766910246,C,38190000
722,Kathryn Cholette,Canada,767393654,Stub,38190000
723,Marie Tifo,Canada,768559614,Start,38190000
724,Scott Reid (Newfoundland and Labrador politician),Canada,768764874,Stub,38190000
725,David Shepherd (Canadian politician),Canada,768786587,Stub,38190000
726,Bob Lagassé,Canada,768810456,Stub,38190000
727,Amanda Lathlin,Canada,768814794,Stub,38190000
728,Frederick Blake Jr.,Canada,768862415,Stub,38190000
729,Alfred Moses (politician),Canada,768863547,Stub,38190000
730,Cory Vanthuyne,Canada,768864228,Stub,38190000
731,Pat Angnakak,Canada,768958236,Stub,38190000
732,Tony Akoak,Canada,768958283,Stub,38190000
733,Joe Enook,Canada,768958879,Stub,38190000
734,David Joanasie,Canada,768959104,Stub,38190000
735,Pauloosie Keyootak,Canada,768959229,Start,38190000
736,George Kuksuk,Canada,768959407,Stub,38190000
737,Johnny Mike,Canada,768960023,Stub,38190000
738,Simeon Mikkungwak,Canada,768960087,Stub,38190000
739,Emilino Qirngnuq,Canada,768961961,Stub,38190000
740,Paul Quassa,Canada,768962064,Stub,38190000
741,Alexander Sammurtok,Canada,768962738,Stub,38190000
742,Tom Sammurtok,Canada,768962880,Stub,38190000
743,Joe Savikataaq,Canada,768963019,Stub,38190000
744,Isaac Shooyook,Canada,768963083,Stub,38190000
745,Robert Laxer,Canada,769536250,Start,38190000
746,Bev Buckway,Canada,769701399,Stub,38190000
747,John A. Carter (Newfoundland politician),Canada,769801452,Stub,38190000
748,Alexis Wawanoloath,Canada,769892952,Stub,38190000
749,John Mercer Johnson,Canada,770180303,Start,38190000
750,George Qulaut,Canada,770539254,Stub,38190000
751,James Chalker,Canada,770622467,Start,38190000
752,Peter Hyndman,Canada,770666386,Stub,38190000
753,Angus McKay (Manitoba politician),Canada,771125401,Start,38190000
754,Burr Plato,Canada,771126667,Stub,38190000
755,John Nuraney,Canada,771816793,Start,38190000
756,Patrick Wong,Canada,771816909,Stub,38190000
757,Greg Fergus,Canada,772074757,Start,38190000
758,Moe Sihota,Canada,772143645,C,38190000
759,Christian Dubé (politician),Canada,773033470,Stub,38190000
760,William Alexander Henry,Canada,773670195,Start,38190000
761,Raymond Guy,Canada,773730196,Stub,38190000
762,Anne Cools,Canada,773794183,Start,38190000
763,William Henry Pope (Canadian politician),Canada,773944289,Start,38190000
764,Hugh McFadyen,Canada,774081975,B,38190000
765,Jeremiah Travis,Canada,774219529,Stub,38190000
766,Sonya Biddle,Canada,774339307,C,38190000
767,Rick Folk,Canada,774554017,Start,38190000
768,Paul Delorey,Canada,775052908,Start,38190000
769,Jackson Lafferty,Canada,775788320,Stub,38190000
770,Neil Windsor,Canada,776202179,Stub,38190000
771,Samuel Rothschild,Canada,776216624,Start,38190000
772,Jean-Serge Brisson,Canada,776335254,C,38190000
773,David Wells (politician),Canada,776738317,Stub,38190000
774,Joseph Markin,Canada,776860106,C,38190000
775,Joseph Nolin,Canada,777521501,Stub,38190000
776,Jules Marion,Canada,777758793,Stub,38190000
777,Julie Dabrusin,Canada,777783696,Start,38190000
778,James W. Douglas,Canada,778052470,Stub,38190000
779,Terry Cavanagh (politician),Canada,778444272,C,38190000
780,Jose Kusugak,Canada,778689553,Start,38190000
781,Jerry Grafstein,Canada,779401546,C,38190000
782,Clyde Brown,Canada,779756954,Stub,38190000
783,Honoré Mercier,Canada,780233998,C,38190000
784,Leonard Marchand,Canada,780292774,C,38190000
785,John Ritchie (merchant),Canada,781221633,Stub,38190000
786,Kenny Blatchford,Canada,781735656,Start,38190000
787,Tyrone Benskin,Canada,781752285,C,38190000
788,Wendy Priesnitz,Canada,781861722,Stub,38190000
789,Tom Shypitka,Canada,782131917,Stub,38190000
790,Alexandre Bourdeau,Canada,782158388,Stub,38190000
791,Yvonne Atwell,Canada,782556135,Start,38190000
792,Gordon H. Fitzgerald,Canada,782557871,Start,38190000
793,Gordon Earle,Canada,782791446,Start,38190000
794,List of 1987 Canadian incumbents,Canada,782868134,Start,38190000
795,List of 1986 Canadian incumbents,Canada,782883488,Start,38190000
796,List of 1981 Canadian incumbents,Canada,782883737,Start,38190000
797,List of 1982 Canadian incumbents,Canada,782884363,Start,38190000
798,List of 1983 Canadian incumbents,Canada,782884424,Start,38190000
799,List of 1984 Canadian incumbents,Canada,782884501,Start,38190000
800,List of 1985 Canadian incumbents,Canada,782884560,Start,38190000
801,Emery Barnes,Canada,783059739,Start,38190000
802,Stephen Gough (politician),Canada,783142138,Stub,38190000
803,3rd Canadian Ministry,Canada,783380619,Start,38190000
804,1st Canadian Ministry,Canada,783380740,Start,38190000
805,2nd Canadian Ministry,Canada,783380794,Start,38190000
806,4th Canadian Ministry,Canada,783380859,Start,38190000
807,5th Canadian Ministry,Canada,783380895,Stub,38190000
808,6th Canadian Ministry,Canada,783380933,Stub,38190000
809,7th Canadian Ministry,Canada,783380988,Start,38190000
