,page,country,rev_id,quality,FIPS,Name,Type,TimeFrame,Data (M),Population
23681,Kim Chong-hoh,South Korean,797806095,Stub,,,,,,
23682,Chung Ho-yong,South Korean,798295710,Stub,,,,,,
23683,Lee Jae-myung,South Korean,798611948,Stub,,,,,,
23684,Lee Nak-hoon,South Korean,799083872,C,,,,,,
23685,Yoo Il-ho,South Korean,799945764,Stub,,,,,,
23686,Park Young-sun,South Korean,800258105,Start,,,,,,
23687,Kwon Young-ghil,South Korean,800896932,Start,,,,,,
23688,In Jae-keun,South Korean,800896981,Stub,,,,,,
23689,Park Yong-ok,South Korean,802955917,Stub,,,,,,
23690,Jeon Hye-sook,South Korean,803383030,Stub,,,,,,
23691,Kim Un-yong,South Korean,803838269,Start,,,,,,
23692,Sim Sang-jung,South Korean,804816596,C,,,,,,
23693,Kim So-yeon (activist),South Korean,804817210,C,,,,,,
23694,Yi Yun-yong,South Korean,804962117,Stub,,,,,,
23695,Byeon Yeong-tae,South Korean,804962160,Stub,,,,,,
23696,Lee Beom-seok (foreign minister),South Korean,804962170,Stub,,,,,,
23697,Yoo Chang-soon,South Korean,804968129,Stub,,,,,,
23698,Lee Hyun-jae,South Korean,804968364,Stub,,,,,,
23699,Hyun Soong-jong,South Korean,804968483,Stub,,,,,,
23700,Yun Byung-se,South Korean,804971432,Stub,,,,,,
23701,Kim Sung-hwan (politician),South Korean,804971477,Stub,,,,,,
23702,Kim Hwang-sik,South Korean,804971888,C,,,,,,
23703,Chang Sang,South Korean,804972263,Stub,,,,,,
23704,Chang Taek-sang,South Korean,805053478,Start,,,,,,
23705,"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721,Stub,,,,,,
23706,Lim Su-kyung,South Korean,805293256,C,,,,,,
23707,Ki Dong-min,South Korean,805956890,Start,,,,,,
23708,Shin Sung-mo,South Korean,805991409,Stub,,,,,,
23709,Chun Jung-bae,South Korean,806073279,Start,,,,,,
23710,"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996,Start,,,,,,
23711,Han Duck-soo,South Korean,806124709,Start,,,,,,
23712,Roh Tae-woo,South Korean,806145466,C,,,,,,
23713,Han Myeong-sook,South Korean,806182207,C,,,,,,
23714,Choo Mi-ae,South Korean,806184478,C,,,,,,
23715,Na Kyung-won,South Korean,806319565,Start,,,,,,
23716,Min Byung-doo,South Korean,806399005,Start,,,,,,
23717,Choe Kwang-shik,South Korean,806439224,Stub,,,,,,
23718,Choi Kyu-hah,South Korean,806462613,C,,,,,,
23719,Won Sei-hoon,South Korean,806511942,Stub,,,,,,
23720,Won Yoo-chul,South Korean,806512047,Stub,,,,,,
23721,Kim Boo-kyum,South Korean,806555857,Start,,,,,,
23722,Baek Du-jin,South Korean,806590508,Stub,,,,,,
23723,"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773,Start,,,,,,
23724,Park Chung-hee,South Korean,806801805,C,,,,,,
23725,Chun Doo-hwan,South Korean,806846283,C,,,,,,
23726,Roh Moo-hyun,South Korean,806852494,B,,,,,,
23727,Lee Jung-hee,South Korean,807021657,Start,,,,,,
23728,Song Yo-chan,South Korean,807029190,Stub,,,,,,
23729,Kitack Lim,South Korean,807057020,Start,,,,,,
23730,Park Geun-hye,South Korean,807060237,B,,,,,,
23731,Do Jong-hwan,South Korean,807122658,C,,,,,,
23732,Assassination of Park Chung-hee,South Korean,807142261,C,,,,,,
23733,Geum Min,South Korean,807404528,Stub,,,,,,
23734,Nam Duck-woo,South Korean,807423123,Stub,,,,,,
31353,Toluono Feti,Samoan,671515606,Stub,,,,,,
31354,James Ah Koy,Samoan,704919844,B,,,,,,
31355,Va'aelua Eti Alesana,Samoan,705218371,Start,,,,,,
31356,Misa Telefoni Retzlaff,Samoan,706207837,Start,,,,,,
31357,Luagalau Levaula Kamu,Samoan,706804758,Stub,,,,,,
31358,Leafa Vitale,Samoan,706837234,Stub,,,,,,
31359,Niko Lee Hang,Samoan,707525246,Stub,,,,,,
31360,Tuu'u Anasi'i Leota,Samoan,707525315,Stub,,,,,,
31361,Laauli Leuatea Polataivao,Samoan,714244543,Stub,,,,,,
31362,To’alepaiali’i Toeolesulusulu Salesa III,Samoan,717442173,Stub,,,,,,
31363,Namulau’ulu Vavae Tuilagi,Samoan,718995854,Stub,,,,,,
31364,Lefau Harry Schuster,Samoan,719691980,Stub,,,,,,
31365,Tuitama Talalelei Tuitama,Samoan,723152770,Stub,,,,,,
31366,Le Mamea Matatumua Ata,Samoan,726724077,Stub,,,,,,
31367,Tole’afoa Solomona To’ailoa,Samoan,726724455,Stub,,,,,,
31368,Lealailepule Rimoni Aiafi,Samoan,738999542,Start,,,,,,
31369,Va'ai Papu Vailupe,Samoan,739170575,Start,,,,,,
31370,Palusalue Fa’apo II,Samoan,739170586,Start,,,,,,
31371,Tolofuaivalelei Falemoe Lei’ataua,Samoan,739170620,Start,,,,,,
31372,A'eau Peniamina,Samoan,739170646,Start,,,,,,
31373,Patu Ativalu,Samoan,739170663,Stub,,,,,,
31374,Sua Sulu'ape Paulo II,Samoan,740773350,C,,,,,,
31375,Asiata Sale'imoa Va'ai,Samoan,745204530,Stub,,,,,,
31376,Aiono Nonumalo Sofara,Samoan,748298776,Stub,,,,,,
31377,Mata'afa Faumuina Fiame Mulinu'u I,Samoan,748384437,Start,,,,,,
31378,Fiame Mata'afa Faumuina Mulinu'u II,Samoan,748477510,C,,,,,,
31379,Laulu Fetauimalemau Mata'afa,Samoan,757107952,C,,,,,,
31380,Fiame Naomi Mata'afa,Samoan,757562316,Start,,,,,,
31381,Safuneitu'uga Pa'aga Neri,Samoan,757616961,Stub,,,,,,
31382,Gatoloaifaana Amataga Alesana-Gidlow,Samoan,758953501,Stub,,,,,,
31383,Tuala Ainiu Iusitino,Samoan,762572848,Stub,,,,,,
31384,Paul Alan Cox,Samoan,767363297,C,,,,,,
31385,Tuala Falenaoti Tiresa Malietoa,Samoan,771267864,Stub,,,,,,
31386,Toi Aukuso Cain,Samoan,771651038,Stub,,,,,,
31387,Muagututagata Peter Ah Him,Samoan,780759402,Stub,,,,,,
31388,Sua Rimoni Ah Chong,Samoan,782134923,Start,,,,,,
31389,Luamanuvao Winnie Laban,Samoan,782465136,Start,,,,,,
31390,Sapa'u Ruperake Petaia,Samoan,783679600,Stub,,,,,,
31391,Le Mamea Ropati,Samoan,784413731,Start,,,,,,
31392,Tui Manuʻa Elisala,Samoan,785553682,Start,,,,,,
31393,Mata'afa,Samoan,786776338,Start,,,,,,
31394,Polataivao Fosi,Samoan,787519332,C,,,,,,
31395,Tony Tuimavave,Samoan,788649434,Start,,,,,,
31396,Tuimaleali'ifano,Samoan,791884820,Stub,,,,,,
31397,Va'ai Kolone,Samoan,793294077,Start,,,,,,
31398,Tamaseu Leni Warren,Samoan,793926721,Stub,,,,,,
31399,Mata'afa Iosefo,Samoan,794202189,Start,,,,,,
31400,Ale Vena Ale,Samoan,796309750,Stub,,,,,,
31401,Keneti Sio,Samoan,796377891,Stub,,,,,,
31402,Prime Minister of Samoa,Samoan,797760961,C,,,,,,
31403,Tupua Tamasese Lealofi IV,Samoan,798166885,Stub,,,,,,
31404,Tofilau Eti Alesana,Samoan,798166951,Start,,,,,,
31405,Aiono Fanaafi Le Tagaloa,Samoan,798494387,Start,,,,,,
31406,Le Tagaloa Pita,Samoan,798807561,Start,,,,,,
31407,Aveau Niko Palamo,Samoan,801057378,Stub,,,,,,
31408,Mark Gosche,Samoan,801142102,C,,,,,,
31409,Lauaki Namulauulu Mamoe,Samoan,801175876,C,,,,,,
31410,Tufuga Efi,Samoan,801182300,C,,,,,,
31411,Salamasina,Samoan,801186581,Start,,,,,,
31412,Tupua Tamasese Meaʻole,Samoan,801213484,Stub,,,,,,
31413,Emma Kruse Va'ai,Samoan,801564093,Start,,,,,,
31414,Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141,C,,,,,,
31415,Tupua Tamasese,Samoan,801746626,Stub,,,,,,
31416,Tupua Tamasese Lealofi III,Samoan,801944573,Start,,,,,,
31417,Olaf Frederick Nelson,Samoan,802011301,Start,,,,,,
31418,Va'aletoa Sualauvi II,Samoan,802218035,Start,,,,,,
31419,Faumuina Tiatia Liuga,Samoan,802850235,Start,,,,,,
31420,Malietoa Tanumafili II,Samoan,804303257,C,,,,,,
31421,Fuimaono Naoia Tei,Samoan,804379271,Stub,,,,,,
31422,Fuiono Senio,Samoan,804379277,Stub,,,,,,
31423,O le Ao o le Malo,Samoan,806055721,GA,,,,,,
31424,William Sio,Samoan,807177019,C,,,,,,
33780,Speaker of the Legislative Assembly of Montserrat,Montserratian,674919905,Stub,,,,,,
33781,Peter Waterworth,Montserratian,712713704,Stub,,,,,,
33782,Christopher J. Turner,Montserratian,719256142,Start,,,,,,
33783,Howard Fergus,Montserratian,725980651,Start,,,,,,
33784,Ashley Greenwood,Montserratian,737169369,Start,,,,,,
33785,Teresina Bodkin,Montserratian,757086597,Stub,,,,,,
33786,Shirley Osborne,Montserratian,757086621,Stub,,,,,,
33787,Adrian Davis (governor),Montserratian,762009545,Stub,,,,,,
33788,David G. P. Taylor,Montserratian,768679602,Start,,,,,,
33789,Sarita Francis,Montserratian,770131970,Start,,,,,,
33790,David Brandt (politician),Montserratian,771351774,Stub,,,,,,
33791,Bertrand Osborne,Montserratian,771351955,Stub,,,,,,
33792,Percival Austin Bramble,Montserratian,771352057,Stub,,,,,,
33793,Winston Pond,Montserratian,781452925,Stub,,,,,,
33794,Mary Rose Tuitt,Montserratian,783821985,Start,,,,,,
33795,Tony Longrigg,Montserratian,784856577,Stub,,,,,,
33796,Deborah Barnes-Jones,Montserratian,784875662,Start,,,,,,
33797,William Henry Bramble,Montserratian,788976365,C,,,,,,
33798,John Kemys Spencer-Churchill,Montserratian,789918293,Stub,,,,,,
33799,Reuben Meade,Montserratian,790614135,Start,,,,,,
33800,Wilfred Bennett Davidson-Houston,Montserratian,791981452,Start,,,,,,
33801,Elizabeth Carriere,Montserratian,793896767,Stub,,,,,,
33802,"Government House, Montserrat",Montserratian,798265888,Start,,,,,,
33803,Donaldson Romeo,Montserratian,799317293,Start,,,,,,
33804,Premier of Montserrat,Montserratian,801175821,Start,,,,,,
33805,Governor of Montserrat,Montserratian,806415676,Start,,,,,,
33806,Tony Abbott (governor),Montserratian,806730593,Stub,,,,,,
34675,Chairman of the Island Council (Pitcairn),Pitcairn Islands,680532939,Stub,,,,,,
34676,Edgar Allen Christian,Pitcairn Islands,715823848,Stub,,,,,,
34677,Frederick Martin Christian,Pitcairn Islands,715823876,Stub,,,,,,
34678,John Lorenzo Christian,Pitcairn Islands,715823908,Stub,,,,,,
34679,Benjamin Stanley Young,Pitcairn Islands,717259837,Stub,,,,,,
34680,Edward Quintal,Pitcairn Islands,717338734,Stub,,,,,,
34681,Arthur Quintal I,Pitcairn Islands,717340951,Stub,,,,,,
34682,Fletcher Christian II,Pitcairn Islands,717340996,Stub,,,,,,
34683,Moses Young,Pitcairn Islands,717341064,Stub,,,,,,
34684,Matthew McCoy (Magistrate),Pitcairn Islands,717345596,Stub,,,,,,
34685,Arthur Quintal II,Pitcairn Islands,717346443,Stub,,,,,,
34686,Charles Christian II,Pitcairn Islands,717350782,Stub,,,,,,
34687,Norris Henry Young,Pitcairn Islands,717867039,Stub,,,,,,
34688,Arthur Galsworthy,Pitcairn Islands,719706841,Stub,,,,,,
34689,Jonathan Sinclair,Pitcairn Islands,731458576,Stub,,,,,,
34690,Simon Young (magistrate),Pitcairn Islands,748179514,Stub,,,,,,
34691,Brian Young (magistrate),Pitcairn Islands,749046736,Stub,,,,,,
34692,Joshua Hill (Pitcairn Island leader),Pitcairn Islands,751464749,Stub,,,,,,
34693,George Fergusson (diplomat),Pitcairn Islands,754790610,C,,,,,,
34694,James Russell McCoy,Pitcairn Islands,754935959,Start,,,,,,
34695,Matthew Edmond McCoy,Pitcairn Islands,754935982,Stub,,,,,,
34696,Richard Fell,Pitcairn Islands,764601118,Start,,,,,,
34697,William Alfred Young,Pitcairn Islands,779056744,Stub,,,,,,
34698,Governor of Pitcairn,Pitcairn Islands,782764117,Start,,,,,,
34699,Martin Williams (diplomat),Pitcairn Islands,783746509,Stub,,,,,,
34700,David Aubrey Scott,Pitcairn Islands,785508390,Start,,,,,,
34701,Harold Smedley,Pitcairn Islands,788318957,Start,,,,,,
34702,List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651,Start,,,,,,
34703,Betty Christian,Pitcairn Islands,791265995,Start,,,,,,
34704,Meralda Warren,Pitcairn Islands,794905581,C,,,,,,
34705,Victoria Treadell,Pitcairn Islands,795649021,Start,,,,,,
34706,Charles Richard Parkin Christian,Pitcairn Islands,796203049,Stub,,,,,,
34707,Warren Clive Christian,Pitcairn Islands,796203180,Stub,,,,,,
34708,Jay Warren,Pitcairn Islands,796203252,Start,,,,,,
34709,Robert Alston,Pitcairn Islands,796592041,Stub,,,,,,
34710,Butterworth Stavely,Pitcairn Islands,797221428,Start,,,,,,
34711,Gerard Bromley Robert Christian,Pitcairn Islands,799551777,Stub,,,,,,
34712,Ivan Christian,Pitcairn Islands,799551778,Stub,,,,,,
34713,Pervis Ferris Young,Pitcairn Islands,799551779,Stub,,,,,,
34714,Thursday October Christian II,Pitcairn Islands,799551780,Start,,,,,,
34715,Brenda Christian,Pitcairn Islands,799551784,Start,,,,,,
34716,Shawn Christian (mayor),Pitcairn Islands,800137512,Start,,,,,,
34717,List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970,Start,,,,,,
37216,Earl Asim Martin,Saint Kitts and Nevis,687127320,Stub,,,,,,
37217,Paul Southwell,Saint Kitts and Nevis,703666654,Start,,,,,,
37218,Lee Moore (politician),Saint Kitts and Nevis,709078753,Stub,,,,,,
37219,Joseph Parry (politician),Saint Kitts and Nevis,709078817,Start,,,,,,
37220,Sam Condor,Saint Kitts and Nevis,720360218,Stub,,,,,,
37221,Joseph Nathaniel France,Saint Kitts and Nevis,720572188,Stub,,,,,,
37222,Shawn Richards,Saint Kitts and Nevis,723892438,Start,,,,,,
37223,Patrice Nisbett,Saint Kitts and Nevis,737165159,Stub,,,,,,
37224,Premier of Nevis,Saint Kitts and Nevis,757950077,Stub,,,,,,
37225,Vance Amory,Saint Kitts and Nevis,774778329,C,,,,,,
37226,Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259,Start,,,,,,
37227,Ada Mae Edwards,Saint Kitts and Nevis,779378782,Start,,,,,,
37228,Constance V. Mitcham,Saint Kitts and Nevis,779379168,Start,,,,,,
37229,Marcella Liburd,Saint Kitts and Nevis,783358108,Start,,,,,,
37230,Mark Brantley,Saint Kitts and Nevis,784208810,Start,,,,,,
37231,Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501,Start,,,,,,
37232,Clement Arrindell,Saint Kitts and Nevis,788231533,Start,,,,,,
37233,Tapley Seaton,Saint Kitts and Nevis,792406694,Start,,,,,,
37234,Konris Maynard,Saint Kitts and Nevis,794794927,Stub,,,,,,
37235,Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948,C,,,,,,
37236,Simeon Daniel,Saint Kitts and Nevis,797053483,Start,,,,,,
37237,List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842,Start,,,,,,
37238,Kennedy Simmonds,Saint Kitts and Nevis,798766032,Stub,,,,,,
37239,Timothy Harris,Saint Kitts and Nevis,799339256,Start,,,,,,
